NAGTargetsNonDemocracy x OppositionSizeNorm = -1.10130671350674,-1.686*** (0.4471),-2.327*** (0.5371)
NAGTargetsNonDemocracy x OppositionSizeNorm = -1.09903968786657,-2.104* (0.8510),-2.856*** (0.8051)
NAGTargetsNonDemocracy x OppositionSizeNorm = -1.0975283374398,-17.88*** (0.6101),-24.47*** (0.5938)
NAGTargetsNonDemocracy x OppositionSizeNorm = -1.08770455966575,-2.649* (1.036),-3.030** (1.022)
NAGTargetsNonDemocracy x OppositionSizeNorm = -1.0778807818917,-2.276* (0.9964),-2.881** (0.8925)
NAGTargetsNonDemocracy x OppositionSizeNorm = -1.07410240582476,-2.420*** (0.5374),-3.073*** (0.6146)
NAGTargetsNonDemocracy x OppositionSizeNorm = -1.0650343032641,-2.094* (0.9050),-2.872*** (0.7940)
NAGTargetsNonDemocracy x OppositionSizeNorm = -1.06352295283732,-20.76*** (0.2667),-24.46*** (0.4978)
NAGTargetsNonDemocracy x OppositionSizeNorm = -1.06276727762393,-4.085*** (1.016),-4.947*** (0.9527)
NAGTargetsNonDemocracy x OppositionSizeNorm = -1.06050025198377,-5.471*** (1.001),-6.175*** (1.027)
NAGTargetsNonDemocracy x OppositionSizeNorm = -1.05596620070344,-1.960** (0.7035),-2.462*** (0.7018)
NAGTargetsNonDemocracy x OppositionSizeNorm = -1.05521052549005,-1.545* (0.6266),-2.277*** (0.6587)
NAGTargetsNonDemocracy x OppositionSizeNorm = -1.05445485027666,-1.244. (0.6376),-1.931** (0.6476)
NAGTargetsNonDemocracy x OppositionSizeNorm = -1.05369917506327,-1.735*** (0.4767),-2.344*** (0.5707)
NAGTargetsNonDemocracy x OppositionSizeNorm = -1.0521878246365,-2.750** (0.9331),-3.643*** (0.8861)
NAGTargetsNonDemocracy x OppositionSizeNorm = -1.05067647420972,-19.36*** (0.3881),-23.72*** (0.5703)
NAGTargetsNonDemocracy x OppositionSizeNorm = -1.04689809814278,-18.40*** (0.6022),-23.10*** (0.6405)
NAGTargetsNonDemocracy x OppositionSizeNorm = -1.04236404686245,-19.28*** (0.3957),-25.59*** (0.5733)
NAGTargetsNonDemocracy x OppositionSizeNorm = -1.03631864515534,-18.35*** (0.5266),-23.52*** (0.5275)
NAGTargetsNonDemocracy x OppositionSizeNorm = -1.03556296994195,-3.074*** (0.6549),-3.984*** (0.7061)
NAGTargetsNonDemocracy x OppositionSizeNorm = -1.03329594430179,-4.057*** (1.011),-4.932*** (0.9470)
NAGTargetsNonDemocracy x OppositionSizeNorm = -1.03178459387501,-5.713*** (1.051),-6.561*** (1.113)
NAGTargetsNonDemocracy x OppositionSizeNorm = -1.03027324344824,-19.76*** (0.3516),-24.19*** (0.4706)
NAGTargetsNonDemocracy x OppositionSizeNorm = -1.02951756823485,-19.23*** (0.3347),-23.19*** (0.5481)
NAGTargetsNonDemocracy x OppositionSizeNorm = -1.02044946567419,-17.64*** (0.6025),-21.86*** (0.5885)
NAGTargetsNonDemocracy x OppositionSizeNorm = -1.00231326055287,-18.80*** (0.4320),-22.32*** (0.4965)
NAGTargetsNonDemocracy x OppositionSizeNorm = -1.00155758533948,-3.968*** (1.005),-4.861*** (0.9430)
NAGTargetsNonDemocracy x OppositionSizeNorm = -1.00080191012609,-18.91*** (0.3946),-25.84*** (0.5399)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.998534884485925,-5.054*** (1.064),-5.580*** (1.080)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.997023534059148,-2.377* (1.044),-2.764** (1.018)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.99173380756543,-19.45*** (0.4207),-23.73*** (0.5322)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.9871997562851,-4.008*** (1.006),-4.899*** (0.9430)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.984932730644935,-19.87*** (0.3990),-24.00*** (0.4840)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.983421380218158,-19.76*** (0.3421),-24.55*** (0.4540)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.977375978511051,-20.45*** (0.3037),-24.84*** (0.6042)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.974353277657498,-18.86*** (0.4842),-24.39*** (0.5537)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.97359760244411,-5.774*** (0.9657),-6.305*** (0.9106)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.96906355116378,-18.30*** (0.5216),-23.73*** (0.5246)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.967552200737003,-2.651* (1.038),-3.138** (1.055)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.966796525523615,-5.416*** (1.058),-6.066*** (1.114)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.966040850310226,-19.88*** (0.4017),-24.02*** (0.4857)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.95999544860312,-1.739** (0.5928),-2.439*** (0.6183)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.958484098176343,-2.188* (1.040),-2.583* (1.013)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.956972747749566,-18.67*** (0.4485),-25.30*** (0.5729)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.956217072536178,-20.65*** (0.3081),-24.66*** (0.4678)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.950171670829071,-19.65*** (0.3426),-24.67*** (0.4587)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.949415995615683,-18.88*** (0.4498),-23.58*** (0.5307)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.944881944335353,-19.31*** (0.4209),-24.18*** (0.5096)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.943370593908576,-2.636*** (0.5767),-3.627*** (0.6685)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.937325192201469,-3.638*** (1.078),-4.297*** (1.159)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.936569516988081,-18.85*** (0.4471),-23.85*** (0.6102)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.934302491347916,-2.506* (0.9997),-2.846** (0.9511)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.932035465707751,-19.91*** (0.4050),-24.04*** (0.4882)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.929768440067586,-19.09*** (0.4087),-23.64*** (0.5358)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.926745739214032,-19.01*** (0.3941),-23.11*** (0.5347)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.925234388787256,-19.14*** (0.4097),-23.11*** (0.5467)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.923723038360479,-19.33*** (0.4252),-23.57*** (0.5117)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.919188987080149,-2.941** (0.9224),-3.376*** (0.9375)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.918433311866761,-4.801*** (1.054),-5.593*** (1.105)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.915410611013207,-19.83*** (0.3464),-24.91*** (0.4616)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.913143585373042,-19.25*** (0.4069),-26.39*** (0.5340)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.911632234946266,-3.585*** (0.9043),-4.064*** (0.9591)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.908609534092712,-19.80*** (0.3875),-26.14*** (0.4770)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.904075482812382,-19.95*** (0.3225),-24.60*** (0.5426)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.902564132385605,-19.33*** (0.4005),-23.72*** (0.5723)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.898785756318664,-1.940** (0.6743),-2.436*** (0.6846)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.895007380251722,-2.613* (1.089),-3.216* (1.343)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.894251705038334,-18.72*** (0.4728),-25.47*** (0.7404)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.893496029824945,-0.9768. (0.5884),-1.401* (0.6365)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.892740354611557,-19.38*** (0.4352),-24.22*** (0.4966)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.891984679398169,-2.374* (1.051),-2.814** (1.023)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.89122900418478,-1.051. (0.5769),-1.482* (0.6205)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.888206303331227,-1.482* (0.5799),-2.253*** (0.6138)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.883672252050897,-18.78*** (0.4530),-22.95*** (0.5887)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.882916576837508,-2.408* (1.052),-2.837** (1.023)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.878382525557178,-19.78*** (0.3822),-23.94*** (0.4751)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.874604149490237,-19.32*** (0.3862),-25.14*** (0.4852)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.870825773423295,-19.83*** (0.3396),-25.33*** (0.4777)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.869314422996518,-18.99*** (0.3963),-23.73*** (0.5361)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.865536046929577,-18.75*** (0.4532),-22.96*** (0.5263)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.8640246965028,-19.35*** (0.4137),-25.55*** (0.5317)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.857979294795693,-19.23*** (0.3926),-23.25*** (0.4866)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.854200918728751,-2.719** (0.9389),-3.604*** (0.8931)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.852689568301975,-20.68*** (0.3011),-24.85*** (0.4717)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.848911192235033,-20.66*** (0.3032),-24.80*** (0.4765)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.842865790527926,-19.24*** (0.3991),-24.61*** (0.4957)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.837576064034208,-3.086** (1.040),-3.569*** (1.059)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.83682038882082,-19.23*** (0.3935),-23.87*** (0.4876)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.833797687967266,-2.437* (1.054),-2.856** (1.023)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.833042012753878,-2.701* (1.087),-3.306* (1.336)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.823973910193218,-2.445* (1.034),-2.909** (0.9702)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.822462559766441,-18.89*** (0.4259),-24.75*** (0.5283)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.817172833272723,-20.54*** (0.2828),-26.23*** (0.4974)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.809616081138839,-19.15*** (0.3338),-23.72*** (0.5334)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.807349055498674,-20.48*** (0.3084),-24.93*** (0.6282)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.801303653791568,-19.71*** (0.3374),-23.47*** (0.4499)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.799036628151402,-19.21*** (0.4055),-24.85*** (0.5897)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.796769602511237,-17.33*** (0.6982),-23.95*** (0.6499)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.795258252084461,-2.387* (0.9887),-2.978*** (0.8913)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.790724200804131,-18.81*** (0.4582),-25.93*** (0.5232)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.786190149523801,-2.205** (0.7886),-2.684** (0.8604)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.784678799097024,-19.34*** (0.3760),-24.75*** (0.5855)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.783167448670247,-1.273. (0.6782),-1.708* (0.7286)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.771076645256034,-2.750*** (0.7684),-3.555*** (0.8652)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.770320970042645,-2.491* (0.9804),-3.211*** (0.9189)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.761252867481985,-18.68*** (0.4585),-22.99*** (0.5762)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.759741517055209,-19.19*** (0.4113),-24.04*** (0.5021)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.75445179056149,-20.47*** (0.3081),-24.93*** (0.6301)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.752184764921325,-2.615** (1.009),-3.209*** (0.9437)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.751429089707937,-20.48*** (0.3086),-24.93*** (0.6366)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.746139363214218,-3.455*** (1.048),-4.026*** (1.140)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.744628012787442,-3.195** (1.044),-3.747*** (1.077)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.743116662360665,-2.528** (0.7698),-3.225*** (0.8228)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.7408496367205,-3.087*** (0.8116),-3.640*** (0.9236)
