NAGTargetsNonDemocracy x OppositionSizeNorm = -0.740093961507112,-1.737* (0.7914),-2.219** (0.8220)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.739338286293723,-18.01*** (0.6675),-23.26*** (0.6911)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.737826935866947,-2.235** (0.7901),-2.727** (0.8617)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.734048559800005,-5.107*** (1.096),-5.545*** (1.111)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.73178153415984,-19.71*** (0.3438),-23.41*** (0.4500)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.731025858946452,-19.42*** (0.4095),-23.81*** (0.5835)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.728003158092898,-18.99*** (0.4220),-24.73*** (0.5431)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.726491807666122,-18.30*** (0.5252),-22.12*** (0.5809)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.724980457239345,-20.26*** (0.2762),-26.71*** (0.4808)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.718935055532238,-1.058 (0.6784),-1.482* (0.7367)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.71817938031885,-2.896*** (0.7825),-3.343*** (0.8058)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.715912354678685,-3.007*** (0.7988),-3.667*** (0.9649)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.71364532903852,-2.853** (1.060),-3.347** (1.086)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.708355602544801,-4.105*** (1.042),-4.614*** (1.083)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.705332901691248,-1.998. (1.046),-2.419* (0.9945)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.701554525624306,-1.302** (0.4636),-2.062*** (0.5366)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.694753448703811,-17.91*** (0.6593),-24.35*** (0.6451)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.693997773490423,-2.753* (1.085),-3.391* (1.331)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.690975072636869,-20.41*** (0.3063),-24.84*** (0.6150)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.683418320502986,-19.11*** (0.4095),-23.07*** (0.5399)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.679639944436044,-19.24*** (0.3938),-24.23*** (0.4899)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.675861568369102,-3.014** (1.028),-3.708*** (1.042)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.675105893155714,-20.45*** (0.3094),-24.88*** (0.6239)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.672083192302161,-3.638*** (1.076),-4.403*** (1.300)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.665282115381666,-19.93*** (0.3214),-23.92*** (0.5394)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.664526440168277,-17.91*** (0.6593),-24.29*** (0.6500)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.660748064101335,-19.76*** (0.3397),-24.88*** (0.4703)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.657725363247782,-18.42*** (0.5145),-23.27*** (0.5737)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.656969688034394,-19.69*** (0.3493),-24.72*** (0.4594)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.652435636754064,-20.47*** (0.3102),-25.56*** (0.6279)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.651679961540675,-20.50*** (0.3097),-25.59*** (0.6303)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.650168611113899,-1.942* (0.8028),-2.417** (0.8484)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.647145910260345,-2.383*** (0.6371),-3.171*** (0.6693)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.646390235046957,-1.564** (0.5714),-2.357*** (0.6102)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.64487888462018,-18.86*** (0.4528),-24.37*** (0.5357)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.643367534193404,-19.15*** (0.3687),-23.48*** (0.5173)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.641100508553239,-2.758** (1.038),-3.248** (1.055)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.629765380352413,-20.57*** (0.2967),-25.78*** (0.4972)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.627498354712249,-2.174** (0.7581),-2.835*** (0.7835)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.625231329072083,-2.727*** (0.6148),-3.286*** (0.7234)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.616163226511423,-2.020** (0.6239),-2.499*** (0.6567)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.614651876084647,-2.533*** (0.7303),-3.271*** (0.7509)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.607850799164152,-19.00*** (0.3735),-25.17*** (0.5506)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.601805397457045,-19.46*** (0.3591),-25.38*** (0.5931)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.595759995749938,-20.71*** (0.3065),-25.02*** (0.4680)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.591981619682996,-1.701* (0.7989),-2.153** (0.8263)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.586691893189278,-2.111* (1.045),-2.553* (0.9933)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.58593621797589,-19.32*** (0.3898),-23.34*** (0.4949)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.584424867549113,-19.20*** (0.3870),-25.89*** (0.5519)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.564777312001016,-20.57*** (0.3407),-26.39*** (0.4773)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.562510286360851,-3.805*** (0.8067),-4.347*** (0.8945)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.557976235080521,-18.46*** (0.5279),-24.59*** (0.5698)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.555709209440356,-0.9935 (0.6698),-1.389. (0.7463)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.552686508586802,-19.75*** (0.3342),-26.12*** (0.4817)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.551175158160026,-20.09*** (0.3322),-27.75*** (0.4564)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.549663807733249,-19.76*** (0.3015),-25.32*** (0.4646)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.547396782093084,-2.585** (0.9948),-2.942** (0.9348)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.546641106879696,-3.276*** (0.8375),-3.979*** (1.032)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.545129756452919,-2.115* (1.024),-2.629** (0.9930)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.542107055599366,-19.47*** (0.3597),-23.71*** (0.5949)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.540595705172589,-2.120* (1.052),-2.555* (1.005)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.539084354745812,-19.02*** (0.4188),-23.01*** (0.5049)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.537573004319036,-1.515. (0.7802),-1.962* (0.8616)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.536061653892259,-3.405** (1.073),-3.938*** (1.120)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.534550303465482,-2.278** (0.7991),-2.808*** (0.8360)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.533038953038706,-18.68*** (0.5042),-25.96*** (0.7443)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.530771927398541,-2.786*** (0.8250),-3.477*** (0.8444)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.530016252185152,-20.68*** (0.2596),-24.58*** (0.5145)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.520192474411104,-3.689*** (0.9832),-4.310*** (0.9771)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.517925448770939,-20.62*** (0.3183),-26.44*** (0.4705)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.516414098344162,-3.426** (1.050),-4.269*** (1.140)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.515658423130774,-19.35*** (0.3996),-23.48*** (0.5519)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.511124371850444,-2.582*** (0.7305),-3.328*** (0.7506)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.50356761971656,-19.29*** (0.4194),-23.19*** (0.5956)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.497522218009453,-2.339* (1.071),-2.834* (1.110)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.496010867582677,-19.85*** (0.3749),-23.98*** (0.4732)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.4944995171559,-19.35*** (0.3658),-23.76*** (0.5907)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.486187089808628,-19.07*** (0.4517),-25.07*** (0.5118)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.481653038528298,-2.132* (1.059),-2.556* (1.019)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.479386012888133,-20.50*** (0.2905),-24.69*** (0.4939)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.477118987247968,-19.19*** (0.4089),-24.57*** (0.5027)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.474851961607803,-2.362* (0.9321),-2.787** (0.9807)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.474096286394415,-20.75*** (0.3001),-25.71*** (0.4671)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.472584935967638,-3.956*** (1.070),-4.506*** (1.110)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.47182926075425,-1.645** (0.5453),-2.363*** (0.6006)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.469562235114085,-19.21*** (0.4170),-25.79*** (0.6162)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.466539534260531,-19.00*** (0.3104),-24.23*** (0.4663)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.460494132553425,-20.69*** (0.3310),-25.11*** (0.6327)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.45822710691326,-2.313** (0.7918),-2.807** (0.8640)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.457471431699871,-19.11*** (0.4234),-23.63*** (0.6586)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.455960081273095,-20.10*** (0.2739),-23.90*** (0.6250)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.449914679565988,-1.978. (1.034),-2.512** (0.9541)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.442357927432104,-0.6938 (0.6081),-1.341. (0.7016)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.439335226578551,-4.070*** (1.051),-4.873*** (1.077)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.434045500084833,-17.29*** (0.7010),-22.07*** (0.6527)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.432534149658056,-19.28*** (0.3933),-25.20*** (0.5041)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.427244423164337,-1.113 (0.7474),-1.688* (0.6873)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.424221722310784,-20.00*** (0.2745),-23.90*** (0.6207)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.412130918896571,-19.72*** (0.3506),-23.75*** (0.4599)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.411375243683182,-2.657** (0.9995),-3.385*** (0.9540)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.410619568469794,-2.590** (0.9858),-3.322*** (0.9323)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.408352542829629,-19.38*** (0.4190),-24.22*** (0.6045)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.404574166762687,-19.65*** (0.3190),-23.94*** (0.4673)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.402307141122522,-2.416*** (0.6593),-2.956*** (0.6886)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.400795790695746,-2.054. (1.068),-2.462* (1.179)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.399284440268969,-3.968*** (0.9948),-4.652*** (0.9898)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.39399471377525,-2.036** (0.6218),-2.732*** (0.6759)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.393239038561862,-19.87*** (0.3124),-25.17*** (0.4429)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.38946066249492,-19.39*** (0.3130),-25.67*** (0.4686)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.38492661121459,-3.059*** (0.6764),-3.682*** (0.7810)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.377369859080707,-20.46*** (0.2985),-24.65*** (0.4912)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.375102833440542,-20.17*** (0.2732),-25.08*** (0.6022)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.374347158227153,-19.15*** (0.4231),-23.07*** (0.6519)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.373591483013765,-1.379** (0.4782),-2.091*** (0.5467)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.370568782160212,-2.005. (1.025),-2.458** (0.9468)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.365279055666493,-19.38*** (0.4197),-25.04*** (0.5737)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.358477978745998,-2.414** (0.8281),-2.924*** (0.8139)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.350165551398726,-21.92*** (0.6379),-27.51*** (1.181)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.347898525758561,-19.80*** (0.3378),-23.78*** (0.6091)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.347142850545173,-19.29*** (0.3970),-23.21*** (0.5035)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.341097448838066,-3.155*** (0.7998),-3.827*** (0.7954)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.337319072771125,-2.277* (1.074),-2.744* (1.091)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.334296371917571,-19.30*** (0.3946),-24.90*** (0.4996)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.332029346277406,-18.36*** (0.5481),-24.43*** (0.5709)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.330517995850629,-20.54*** (0.3001),-24.72*** (0.4972)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.325983944570299,-1.981. (1.026),-2.439* (0.9498)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.324472594143523,-2.982** (1.026),-3.547*** (0.9713)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.322961243716746,-19.53*** (0.3919),-25.33*** (0.5489)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.320694218076581,-2.336** (0.7920),-2.833** (0.8645)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.316160166796251,-20.69*** (0.2589),-24.56*** (0.5157)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.314648816369474,-2.159* (1.022),-2.761** (0.9911)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.312381790729309,-18.43*** (0.5477),-23.36*** (0.7263)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.301802337741872,-19.20*** (0.4178),-23.13*** (0.6499)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.301046662528484,-2.239* (1.073),-2.715* (1.092)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.298023961674931,-19.90*** (0.4452),-25.58*** (0.5652)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.289711534327659,-19.89*** (0.4078),-26.54*** (0.5570)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.288955859114271,-19.21*** (0.3828),-23.18*** (0.4600)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.286688833474106,-2.443* (1.052),-2.962** (1.031)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.282910457407164,-3.027** (1.027),-3.689*** (1.034)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.273842354846504,-1.538 (1.100),-1.819. (1.080)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.273086679633115,-20.55*** (0.2990),-24.73*** (0.4967)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.270063978779562,-19.16*** (0.4425),-23.82*** (0.5065)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.260240201005514,-19.65*** (0.3235),-23.95*** (0.4676)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.253439124085018,-2.340** (0.7744),-2.842*** (0.7638)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.251172098444853,-2.306** (0.7923),-2.795** (0.8638)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.247393722377912,-19.04*** (0.4158),-23.03*** (0.5029)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.241348320670805,-2.329** (0.8014),-2.993** (0.9459)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.240592645457417,-5.493*** (1.569),-3.889 (10.67)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.239836970244028,-19.50*** (0.4014),-23.78*** (0.5179)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.231524542896757,-18.39*** (0.5472),-22.27*** (0.7132)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.229257517256592,-2.286* (1.037),-2.842** (1.013)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.228501842043203,-2.359* (1.047),-2.886** (1.025)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.226234816403038,-19.92*** (0.3162),-24.61*** (0.4463)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.224723465976261,-1.472** (0.5067),-2.152*** (0.5794)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.223212115549485,-20.25*** (0.2737),-24.85*** (0.6182)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.220189414695931,-19.33*** (0.3683),-23.68*** (0.4851)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.217922389055766,-19.34*** (0.4105),-24.37*** (0.5739)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.214899688202213,-19.87*** (0.4394),-25.30*** (0.5647)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.203564560001388,-1.368** (0.5062),-2.181*** (0.5672)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.196763483080893,-2.578*** (0.7429),-3.320*** (0.7828)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.194496457440728,-1.353. (0.7482),-1.943** (0.6882)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.191473756587174,-2.610* (1.023),-3.100** (0.9995)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.186939705306844,-18.97*** (0.4114),-22.48*** (0.4854)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.186184030093456,-1.402** (0.4970),-2.115*** (0.5616)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.185428354880068,-19.39*** (0.3760),-23.47*** (0.5287)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.183917004453291,-19.91*** (0.2766),-26.09*** (0.6085)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.182405654026514,-19.79*** (0.3395),-23.79*** (0.6060)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.181649978813126,-3.815*** (1.057),-4.605*** (1.196)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.180138628386349,-1.579** (0.5039),-2.327*** (0.5819)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.178627277959573,-3.561*** (1.074),-3.908*** (1.103)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.173337551465854,-2.723** (1.003),-3.451*** (0.9586)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.172581876252466,-18.43*** (0.5512),-22.42*** (0.5711)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.171070525825689,-20.75*** (0.3025),-25.53*** (0.4799)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.169559175398912,-2.650** (0.9909),-3.385*** (0.9432)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.168047824972136,-20.75*** (0.3013),-24.88*** (0.4788)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.159735397624864,-18.80*** (0.4542),-22.46*** (0.6906)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.156712696771311,-2.323** (0.8276),-2.701** (0.8481)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.152934320704369,-2.055** (0.7391),-2.736*** (0.7658)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.143866218143709,-19.29*** (0.3842),-24.12*** (0.5643)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.141599192503544,-1.790*** (0.5278),-2.515*** (0.6004)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.140087842076767,-19.34*** (0.3725),-23.14*** (0.5387)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.13857649164999,-19.94*** (0.2788),-24.07*** (0.5952)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.137065141223214,-2.491** (0.9510),-3.048** (0.9448)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.134798115583049,-1.912** (0.6295),-2.596*** (0.6753)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.133286765156272,-19.36*** (0.4192),-23.62*** (0.5159)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.127997038662553,-2.566* (1.021),-3.163** (0.9939)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.124974337809,-19.35*** (0.4236),-24.64*** (0.5424)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.122707312168835,-20.13*** (0.2717),-25.20*** (0.5023)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.121195961742058,-19.24*** (0.4107),-23.07*** (0.4895)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.11590623524834,-20.46*** (0.2950),-26.05*** (0.4706)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.114394884821563,-20.43*** (0.2983),-24.44*** (0.4680)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.103815431834127,-19.24*** (0.4030),-24.75*** (0.4875)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.0992813805537964,-19.21*** (0.3773),-24.55*** (0.5128)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.0985257053404081,-20.12*** (0.3654),-24.31*** (0.4604)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.0902132779931363,-19.03*** (0.4192),-23.00*** (0.5062)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.089457602779748,-19.80*** (0.3553),-23.66*** (0.4501)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.0834122010726412,-3.500*** (1.016),-4.038*** (0.9865)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.0811451754324762,-1.474** (0.5261),-2.264*** (0.5752)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.0803895002190878,-18.83*** (0.4397),-24.60*** (0.5485)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.0788781497923112,-19.83*** (0.3822),-24.04*** (0.4791)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.0781224745789228,-1.428** (0.5057),-1.870** (0.5991)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.0766111241521461,-2.623* (1.030),-3.211** (1.006)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.0713213976584277,-19.17*** (0.4145),-24.24*** (0.5711)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.067543021591486,-2.098*** (0.6240),-2.798*** (0.6675)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.0607419446709909,-19.20*** (0.4057),-24.76*** (0.6631)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.0554522181772725,-2.802*** (0.7862),-3.459*** (0.8594)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.0539408677504958,-17.70*** (0.5986),-21.86*** (0.5700)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.0531851925371075,-19.76*** (0.3638),-26.41*** (0.5508)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.0501624916835541,-2.480** (0.8287),-3.082*** (0.8715)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.0486511412567774,-19.43*** (0.3789),-25.06*** (0.4551)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.0463841156166124,-19.28*** (0.4075),-25.22*** (0.4994)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.043361414763059,-2.132* (0.8789),-2.581** (0.8350)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.0418500643362823,-2.919** (1.071),-3.445** (1.183)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.041094389122894,-0.6229 (0.4348),-1.217* (0.5286)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.0395830386961173,-20.73*** (0.2587),-24.49*** (0.5199)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.0350489874157872,-19.00*** (0.4201),-24.68*** (0.5069)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.0327819617756222,-2.235* (1.059),-2.806* (1.119)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.0305149361354572,-2.537* (1.069),-3.264** (1.208)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.0267365600685155,-20.13*** (0.2763),-24.57*** (0.5016)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.0259808848551271,-19.27*** (0.3981),-25.29*** (0.4823)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.0199354831480204,-19.33*** (0.3589),-24.09*** (0.7938)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.0184241327212437,-4.479*** (1.066),-5.121*** (1.147)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.0176684575078553,-19.54*** (0.4032),-23.62*** (0.5582)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.0131344062275253,-4.256*** (1.045),-4.631*** (1.026)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.0123787310141369,-19.39*** (0.3800),-23.14*** (0.5617)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.0116230558007486,-20.44*** (0.2860),-24.68*** (0.6386)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.0101117053739719,-19.24*** (0.3976),-24.82*** (0.5185)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.00860035494719521,-19.31*** (0.3621),-23.44*** (0.7900)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.00784467973380686,-19.35*** (0.3982),-25.89*** (0.4945)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.00708900452041852,-19.41*** (0.3728),-24.73*** (0.5916)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.00406630366686514,-2.323* (1.058),-2.810* (1.124)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.0033106284534768,-17.71*** (0.5982),-23.43*** (0.5743)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.00179927802670011,-20.50*** (0.2946),-24.73*** (0.6240)
NAGTargetsNonDemocracy x OppositionSizeNorm = -0.00104360281331177,-1.843** (0.6117),-2.365*** (0.6789)
NAGTargetsNonDemocracy x OppositionSizeNorm = 0.00122342282685322,-3.111*** (0.6576),-3.863*** (0.7315)
NAGTargetsNonDemocracy x OppositionSizeNorm = 0.00197909804024157,-1.533* (0.6565),-2.039** (0.6836)
